date,x_source,x_text,x_text_translated,x_timestamp_utc3,evacuation_zone_prompt,facebook_source,facebook_timestamp_utc3,leaflet,leaflet_text_translated,safezone_prompt,link,map_idf,map_full,map_zoom,displacement_blocks,labeled_safe_blocks,evacuation_zone,safezone,area_sq_km_displacement,area_sq_km_labeled_safe
2025-03-31,https://x.com/avichayadraee/status/1906595629993967915,"#عاجل ‼️ إلى جميع سكان قطاع غزة المتواجدين في مناطق رفح، بلديات النصر والشوكة والمناطق الاقليمية الشرقية والغربية وأحياء السلام، المنارة وقيزان النجار

⭕️يعود جيش الدفاع الإسرائيلي للقتال بقوة شديدة للقضاء على قدرات المنظمات الإرهابية في هذه المناطق.

⭕️من أجل سلامتكم عليكم https://t.co/Ps1JvDoJRY"," To all residents of the Gaza Strip located in the areas of Rafah, the municipalities of Al-Nasr and Al-Shawka, the eastern and western regional areas, and the neighborhoods of Al-Salam, Al-Manara, and Qizan Al-Najjar.

⭕️ The IDF is returning to fight with great force to eliminate the capabilities of terrorist organizations in these areas.

⭕️ For your safety, you must move immediately to the shelters in Al Mawasi *.",9:33,"Rafah, Al-Nasr, Al-Shawka, eastern regional area, western regional area, Al-Salam, Al-Manara, Qizan Al-Najjar",,,,,Al Mawasi,https://gazamaps.com/displacement/84,https://gazamaps.com/storage/displacement-maps/gaza/idf/lUGDNQNaB1TEiVSP8VXpH0vf4vzXBGaXb3oeD4uN.jpg,https://gazamaps.com/storage/displacement-maps/gaza/full/mY4uY0MSB5eZh8APWwVQyvWghoVhuealZ98P5cyc.jpg,https://gazamaps.com/storage/displacement-maps/gaza/zoom/t7IXQaNeUKnnv0xz7CsLkSmUpMSVu2v7KkCKgoIF.jpg,"4, 5, 6, 7, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 65, 66, 79, 80, 81, 82, 83, 84, 85, 86, 87, 270.1, 2359, 2360, 2361, 2364, 2365, 2366, 2367, 2368, 2369, 2370, 2371, 2372, 2373, 2374, 2375, 2376",,"Rafah, Al-Nasr, Al-Shawka, eastern regional area, western regional area, Al-Salam, Al-Manara, Qizan Al-Najjar",Al Mawasi,51.78,0.0
2025-03-29,https://x.com/AvichayAdraee/status/1905968250774561088,"#عاجل ‼️ إلى جميع سكان قطاع غزة المتواجدين في منطقة عبسان والقرارة وخربة خزاعة 
🔴هذا انذار مسبق وأخير قبل الغارات!🔴
⭕️تعود المنظمات الإرهابية وتطلق قذائفها الصاروخية من بين المدنيين.
⭕️لقد حذرنا هذه المنطقة مرات عديدة. 
⭕️من أجل سلامتكم عليكم الانتقال بشكل فوري غربًا نحو مراكز https://t.co/aZ3CLDr0iY","To all residents of the Gaza Strip located in the Abasan, Al-Qarara and Khirbet Khuza’a areas
🔴 This is a final warning before the raids! 🔴
⭕️ Terrorist organizations return and launch their rockets from among civilians.
⭕️ We have warned about this area many times.
⭕️ For your safety, you must move immediately west towards the shelters in the Mawasi area.",16:00,"Abasan, Al-Qarara, Khirbet Khuza’a",https://www.facebook.com/IDFarabicAvichayAdraee/posts/%D8%B9%D8%A7%D8%AC%D9%84-%EF%B8%8F-%D8%A5%D9%84%D9%89-%D8%AC%D9%85%D9%8A%D8%B9-%D8%B3%D9%83%D8%A7%D9%86-%D9%82%D8%B7%D8%A7%D8%B9-%D8%BA%D8%B2%D8%A9-%D8%A7%D9%84%D9%85%D8%AA%D9%88%D8%A7%D8%AC%D8%AF%D9%8A%D9%86-%D9%81%D9%8A-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%B9%D8%A8%D8%B3%D8%A7%D9%86-%D9%88%D8%A7%D9%84%D9%82%D8%B1%D8%A7%D8%B1%D8%A9-%D9%88%D8%AE%D8%B1%D8%A8%D8%A9-%D8%AE%D8%B2%D8%A7%D8%B9%D8%A9-%D9%87%D8%B0%D8%A7/1215855136572758/,16:00,,,Mawasi,https://gazamaps.com/displacement/83,https://gazamaps.com/storage/displacement-maps/gaza/idf/4GpFyEHjnd0AxwFXkzsMhnRz8DXjh2ZtiKPSLiLf.jpg,https://gazamaps.com/storage/displacement-maps/gaza/full/tj0gEljmXxfXKDfXQ54VlgVjeDFYiPFQtHNlM4XE.jpg,https://gazamaps.com/storage/displacement-maps/gaza/zoom/rOS1qhCIC5QJ0m0aCo3PxZ17VctoG65txVAfkrf4.jpg,"222, 224, 234, 235, 236, 243, 2280.1, 2280.2",,"Abasan, Al-Qarara, Khirbet Khuza’a",Mawasi,9.58,0.0
2025-03-26,https://x.com/AvichayAdraee/status/1904989654413152559,"#عاجل ‼️ إلى جميع سكان قطاع غزة المتواجدين في الأحياء التالية: الزيتون الغربي والشرقي، تل الهوا، البلدة القديمة، الشيخ عجلين، الشيخ، توسعة النفوذ والرمال الجنوبي
⭕️هذا انذار مسبق وأخير قبل هجوم!
⭕️تعود المنظمات الإرهابية وتطلق قذائفها الصاروخية من داخل المدنيين. لقد حذرنا هذه https://t.co/13N4Vl1k2b","To all residents of the Gaza Strip located in the following neighborhoods: Western and Eastern Zeitoun, Tel al-Hawa, the Old City, Sheikh Ajlin, Sheikh, Tawsiyat Al-Nufudh and Southern Rimal
⭕️ This is a final warning before an attack!
⭕️ Terrorist organizations are once again launching their rockets from within civilian areas. We have warned this area many times.
⭕️ For your safety, you must move immediately to the south of Wadi Gaza to the known shelters.",23:11,"Western Zeitoun, Eastern Zeitoun, Tel al-Hawa, the Old City, Sheikh Ajlin, Sheikh, Tawsiyat Al-Nufudh, Southern Rimal",https://www.facebook.com/IDFarabicAvichayAdraee/photos/%D8%B9%D8%A7%D8%AC%D9%84-%EF%B8%8F-%D8%A5%D9%84%D9%89-%D8%AC%D9%85%D9%8A%D8%B9-%D8%B3%D9%83%D8%A7%D9%86-%D9%82%D8%B7%D8%A7%D8%B9-%D8%BA%D8%B2%D8%A9-%D8%A7%D9%84%D9%85%D8%AA%D9%88%D8%A7%D8%AC%D8%AF%D9%8A%D9%86-%D9%81%D9%8A-%D8%A7%D9%84%D8%A3%D8%AD%D9%8A%D8%A7%D8%A1-%D8%A7%D9%84%D8%AA%D8%A7%D9%84%D9%8A%D8%A9-%D8%A7%D9%84%D8%B2%D9%8A%D8%AA%D9%88%D9%86-%D8%A7%D9%84%D8%BA%D8%B1%D8%A8%D9%8A-%D9%88%D8%A7%D9%84%D8%B4%D8%B1/1213847563440182/,23:12,,,Wadi Gaza,https://gazamaps.com/displacement/82,https://gazamaps.com/storage/displacement-maps/gaza/idf/rD3kTHMDXT5ahMw8Huk3vjqZZGuGS9oWVTqS5Hjg.jpg,https://gazamaps.com/storage/displacement-maps/gaza/full/jW31kZVuxx8QSUpmJZqRJ329lqF6OpT3MZMzKVq3.jpg,https://gazamaps.com/storage/displacement-maps/gaza/zoom/t3wPBpgDjnQ5vEEtzdfi7O4RmwAJwXuqOk49usMI.jpg,"627, 633, 634, 635, 639.1, 639.3, 640.1, 640.2, 641, 642.1, 642.2, 678, 679, 680, 681, 683.1, 683.2, 684, 685, 686, 687, 726, 727, 728, 729, 788, 789",,"Western Zeitoun, Eastern Zeitoun, Tel al-Hawa, the Old City, Sheikh Ajlin, Sheikh, Tawsiyat Al-Nufudh, Southern Rimal",Wadi Gaza,10.47,0.0
2025-03-26,https://x.com/avichayadraee/status/1904851649648050211,"#عاجل ‼️ إلى جميع السكان المتواجدين في أحياء حي الزيتون الغربي، تل الهوا، الشيخ عجلين، توسعة النفوذ والرمال الجنوبي
🔴هذا انذار مسبق وأخير قبل الغارات!🔴
⭕️تعود المنظمات الإرهابية وتطلق قذائفها الصاروخية من داخل المدنيين.لقد حذرنا هذه المنطقة مرات عديدة. 
⭕️من أجل سلامتكم عليكم https://t.co/Vg1z4WdNXl","To all residents of the neighborhoods of Al-Zeitoun Al-Gharbi, Tal Al-Hawa, Sheikh Ajlin, Tawsiyat Al-Nufudh, and Southern Al-Rimal
🔴 This is a final advance warning before the raids! 🔴
⭕️ Terrorist organizations are once again launching their rockets from within civilian areas. We have warned this area many times.
⭕️ For your safety, you must move immediately south via Rashid Street to the south of Wadi Gaza to the known shelters.",14:03,"Al-Zeitoun Al-Gharbi, Tal Al-Hawa, Sheikh Ajlin, Tawsiyat Al-Nufudh, Southern Al-Rimal",https://www.facebook.com/IDFarabicAvichayAdraee/posts/%D8%B9%D8%A7%D8%AC%D9%84-%EF%B8%8F-%D8%A5%D9%84%D9%89-%D8%AC%D9%85%D9%8A%D8%B9-%D8%A7%D9%84%D8%B3%D9%83%D8%A7%D9%86-%D8%A7%D9%84%D9%85%D8%AA%D9%88%D8%A7%D8%AC%D8%AF%D9%8A%D9%86-%D9%81%D9%8A-%D8%A3%D8%AD%D9%8A%D8%A7%D8%A1-%D8%AD%D9%8A-%D8%A7%D9%84%D8%B2%D9%8A%D8%AA%D9%88%D9%86-%D8%A7%D9%84%D8%BA%D8%B1%D8%A8%D9%8A-%D8%AA%D9%84-%D8%A7%D9%84%D9%87%D9%88%D8%A7-%D8%A7%D9%84%D8%B4%D9%8A%D8%AE-%D8%B9%D8%AC%D9%84%D9%8A/1213541656804106/,14:03,,,Unknown,https://gazamaps.com/displacement/81,https://gazamaps.com/storage/displacement-maps/gaza/idf/qVlBQDWLUkmGUMVQortfFBjImHoLxMmBxvtqtJ0j.jpg,https://gazamaps.com/storage/displacement-maps/gaza/full/TRqCGWvSv2SkFAB7SUYOHOSzIl9ysIzkKt7SYmZ3.jpg,https://gazamaps.com/storage/displacement-maps/gaza/zoom/39Lyoj2TnSAdVsJ9lu2NTBvi8M6QtRpBGTNAgrOq.jpg,"627, 678, 679, 680, 681, 683.1, 683.2, 684, 685, 687, 726, 727, 728, 729, 788, 789",,"Al-Zeitoun Al-Gharbi, Tal Al-Hawa, Sheikh Ajlin, Tawsiyat Al-Nufudh, southern Al-Rimal",Wadi Gaza,6.74,0.0
2025-03-24,https://x.com/avichayadraee/status/1904267617772200447,"#عاجل ‼️ إلى جميع سكان قطاع غزة المتواجدين في منطقة جباليا
🔴 هذا انذار مسبق وأخير قبل الغارة! 🔴
⭕️تعود المنظمات الإرهابية وتطلق قذائفها الصاروخية من داخل المدنيين.
⭕️لقد حذرنا هذه المنطقة مرات عديدة. 
⭕️من أجل سلامتكم عليكم الانتقال بشكل فوري جنوباً إلى مراكز الإيواء المعروفة. https://t.co/HkFrb5lApp","To all residents of the Gaza Strip located in the Jabalia area
🔴 This is a final advance warning before the raid! 🔴
⭕️ Terrorist organizations return and launch their rockets from inside civilians.
⭕️ We have warned about this area many times.
⭕️ For your safety, you must move immediately south to known shelters.",23:22,"Gaza Strip, Jabalia area",https://www.facebook.com/IDFarabicAvichayAdraee/posts/%D8%B9%D8%A7%D8%AC%D9%84-%EF%B8%8F-%D8%A5%D9%84%D9%89-%D8%AC%D9%85%D9%8A%D8%B9-%D8%B3%D9%83%D8%A7%D9%86-%D9%82%D8%B7%D8%A7%D8%B9-%D8%BA%D8%B2%D8%A9-%D8%A7%D9%84%D9%85%D8%AA%D9%88%D8%A7%D8%AC%D8%AF%D9%8A%D9%86-%D9%81%D9%8A-%D9%85%D9%86%D8%B7%D9%82%D8%A9-%D8%AC%D8%A8%D8%A7%D9%84%D9%8A%D8%A7-%D9%87%D8%B0%D8%A7-%D8%A7%D9%86%D8%B0%D8%A7%D8%B1-%D9%85%D8%B3%D8%A8%D9%82-%D9%88%D8%A3%D8%AE%D9%8A%D8%B1-%D9%82%D8%A8/1212404080251197/?locale=ar_AR,23:23,,,Unknown,https://gazamaps.com/displacement/80,https://gazamaps.com/storage/displacement-maps/gaza/idf/4jGfNmrXfVRqFA5lqHVjnZ00lDYDIumX4fOmzNiF.jpg,https://gazamaps.com/storage/displacement-maps/gaza/full/RPZW0ZtMrTWxkJPAQ0wSGPjSYCD3bOtjb4cmlMBf.jpg,https://gazamaps.com/storage/displacement-maps/gaza/zoom/Wl6H8ZwodltOCSaPqFvCOGEHMPFwWI4OFVJ53hkv.jpg,"754, 755, 756, 1771, 1772, 1782, 1784, 1785",,"Gaza Strip, Jabalia area",south,3.44,0.0
2025-03-24,https://x.com/avichayadraee/status/1904236224379748514,"#عاجل ‼️ إلى جميع سكان قطاع غزة المتواجدين في منطقة بيت لاهيا وبيت حانون. هذا انذار مسبق وأخير قبل الغارة!
⭕️تعود المنظمات الإرهابية وتطلق قذائفها الصاروخية من داخل المدنيين.
⭕️لقد حذرنا هذه المنطقة مرات عديدة. 
⭕️من أجل سلامتكم عليكم الانتقال بشكل فوري غربًا إلى مراكز الإيواء https://t.co/PU3uzAE4C9","To all residents of the Gaza Strip in the Beit Lahia and Beit Hanoun areas. This is a final advance warning before the raid!
⭕️ Terrorist organizations return and launch their rockets from inside civilians.
⭕️ We have warned about this area many times.
⭕️ For your safety, you must move immediately west to known shelters.",21:17,"Beit Lahia, Beit Hanoun",,,,,Unknown,https://gazamaps.com/displacement/79,https://gazamaps.com/storage/displacement-maps/gaza/idf/IouoeAbxH6Oy8WwsoYYAyODdl2vhuNlMcSTLdOU6.jpg,https://gazamaps.com/storage/displacement-maps/gaza/full/H0Mw3xuagYY8XnjIJMrZ7MsZw6KlpxqiqWoJiOEm.jpg,https://gazamaps.com/storage/displacement-maps/gaza/zoom/2zijtX6kxaXfMYk0Osc7PLRDx9QOVmQZFVE5efAS.jpg,"577, 578, 1765, 1767, 1768, 1769, 1770, 1770, 1774, 1778",,"Beit Lahia, Beit Hanoun",west,4.66,0.0
2025-03-23,https://x.com/avichayadraee/status/1903696196587180347,"#عاجل ‼️ انذار عاجل الى سكان قطاع غزة  المتواجدين في منطقة تل السلطان في رفح 

⭕️بدأ جيش الدفاع هجوماً لضرب المنظمات الإرهابية حيث تعتبر المنطقة التي تتواجدون فيها  منطقة قتال خطيرة.

⭕️شارع غوش قطيف يعتبر مسارًا إنسانيًا لاستخدامكم من أجل الانتقال الى منطقة المواصي. 

🔴نحذركم: https://t.co/7uY6g8GBEV","Urgent warning to the residents of the Gaza Strip in the Tel Sultan area in Rafah

⭕️ The IDF has launched an attack to strike at terrorist organizations. The area you are in is considered a dangerous combat zone.

⭕️ Gush Katif Street is considered a humanitarian route for your use in order to move to the Mawasi area.

🔴 We warn you: Movement in vehicles is prohibited. 🔴

⭕️ Staying in shelters, tents, and houses, or traveling via other unspecified roads, puts your life and the lives of your families at risk.

🔴 Evacuate the area immediately.",9:31,"Gaza Strip, Tel Sultan, Rafah",https://www.facebook.com/photo/?fbid=1211220843702854&set=d41d8cd9,9:32,https://idfleaflets.com/47,"Urgent warning!
To all of those who are in the Tal Sultan area, the Israeli Defense Forces started an attack to destroy terrorist organizations, you are in a dangerous combat zone.

Gush Katif street is considered a humanitarian corridor available for you to move to the Al Mawasi zone.

We warn you that moving in cars is prohibited.

You remaining in undesignated shelters, tents and houses or moving through other undesignated streets will endanger your families’ lives and yours.

Vacate the premises now

The Israeli Defense Forces

Gush Katif street [in the map]",Mawasi area,https://gazamaps.com/displacement/78,https://gazamaps.com/storage/displacement-maps/gaza/idf/Pw1DEp3eMP7lSAO9ZUEvtX9s7bI1dKxj8Kw3l8fJ.jpg,https://gazamaps.com/storage/displacement-maps/gaza/full/5K9MGIWspk9fDvRVh3hJVQfiKK3hFOqildjIP7x7.jpg,https://gazamaps.com/storage/displacement-maps/gaza/zoom/siO3AIWqlesCXRnyryXWuXTnClQE7IxovaVzSqXN.jpg,"2364, 2366, 2367, 2368, 2369, 2370, 2371, 2372, 2373",,"Gaza Strip, Tel Sultan, Rafah",Mawasi area,8.96,0.0
2025-03-21,https://x.com/avichayadraee/status/1903105654887186618,"#عاجل ‼️ إلى جميع سكان قطاع غزة المتواجدين في المنطقة المحددة في منطقة السلاطين والكرامة والعودة - هذا انذار مسبق وأخير قبل الغارة!
⭕️تعود المنظمات الإرهابية وتطلق قذائفها الصاروخية من بين المدنيين.
⭕️لقد حذرنا هذه المنطقة مرات عديدة. 
⭕️من أجل سلامتكم عليكم الانتقال بشكل فوري https://t.co/dQrAHjqn1H","To all residents of the Gaza Strip who are in the designated area in the Al-Salateen, Madinat Al-Awda, and Al-Karama area - this is a final advance warning before the raid!
⭕️ Terrorist organizations return and launch their rockets from among civilians.
⭕️ We have warned about this area many times.
⭕️ For your safety, you must move immediately south to known shelters.",18:25,"Gaza Strip, Al-Salateen, Madinat Al-Awda, Al-Karama",,,,,Unknown,https://gazamaps.com/displacement/77,https://gazamaps.com/storage/displacement-maps/gaza/idf/iLgja1cZyN3FpoVmvOvD5yorgc9Uje4dRZa7P2Ox.jpg,https://gazamaps.com/storage/displacement-maps/gaza/full/FMn5TsCxpo7UQm56vW91WTFdPVZtsClI0EguTFgt.jpg,https://gazamaps.com/storage/displacement-maps/gaza/zoom/12ks8GgUzgXs50kVxaMBNGRUKQHdkxuYSs4ILViG.jpg,"974, 978, 979, 980, 982, 1742, 1743",,"Gaza Strip, Sultans, Madinat Al-Awda, Al-Karama",south,5.57,0.0
2025-03-20,https://x.com/avichayadraee/status/1902714593367019971,"#عاجل ‼️ إلى جميع سكان قطاع غزة المتواجدين في المنطقة المحددة في بني سهيلا 
⭕️هذا انذار مسبق وأخير قبل الغارة!
⭕️تعود المنظمات الإرهابية وتطلق قذائفها الصاروخية من داخل المدنيين. لقد حذرنا هذه المنطقة مرات عديدة. 
⭕️من أجل سلامتكم عليكم الانتقال بشكل فوري غربًا إلى مراكز الإيواء https://t.co/tGwzdtufnF","To all residents of the Gaza Strip located in the designated area in Bani Suhaila
⭕️ This is a final advance warning before the raid!
⭕️ Terrorist organizations are once again launching their rockets from within civilian areas. We have warned this area many times.
⭕️ For your safety, you must move immediately west to known shelters.",16:31,"Gaza Strip, Bani Suhaila",,,,,Unknown,https://gazamaps.com/displacement/76,https://gazamaps.com/storage/displacement-maps/gaza/idf/pURZrQDe6Dr9RcynP8vB9dTKfMiYVaud6OvjmSpr.jpg,https://gazamaps.com/storage/displacement-maps/gaza/full/8YJN7qPpLVbFycPVvuPUxQqmBPkV8DiNap7Wr8vw.jpg,https://gazamaps.com/storage/displacement-maps/gaza/zoom/dmVcnQtUl4eE76vFpc7fZlO90Njke4ODLQfnvHvz.jpg,"37.1, 37.2, 38, 39, 41, 42.1, 42.2, 42.3, 220.1, 220.2, 221, 222, 2280.1",,"Gaza Strip, Bani Suhaila",west,9.99,0.0
2025-03-19,,,,,Unknown,,,https://idfleaflets.com/43,"Urgent Warning!

South of Salah al-Din

Urgent Warning

To all those in Beit Hanoun, the IDF has begun a powerful offensive to destroy the terrorist organizations.

This area is considered a dangerous combat zone. For your safety, you must evacuate immediately to the known shelters in western Gaza City. Your continued presence in the shelters, houses, or tents endangers your lives and the lives of your family members. Evacuate immediately. IDF",Unknown,,,,,,,Beit Hanoun,western Gaza City. south of Salah al-Din,,
2025-03-19,,,,,Unknown,,,https://idfleaflets.com/42,"Scan the QR code to reveal the block map

Urgent Warning!

IDF Defense Forces

Urgent Warning

To all those in Beit Hanoun, the IDF has begun a powerful offensive to destroy the terrorist organizations.

This area is considered a dangerous combat zone. For your safety, you must evacuate immediately to the known bomb shelters in western Gaza City. Your continued stay in the current bomb shelters, homes, or tents endangers your lives and the lives of your family members. Evacuate immediately. IDF",Unknown,,,,,,,Beit Hanoun,western Gaza City,,
2025-03-19,,,,,Unknown,,,https://idfleaflets.com/41,,Unknown,,,,,,,Unknown,Unknown,,
2025-03-18,,,,,Unknown,,,https://idfleaflets.com/39,"Urgent Warning

To all in this shelter, whether in the tent or in the building, you are in a dangerous combat zone, and the location is not safe!

Evacuate immediately and get as far away as possible",Unknown,,,,,,,Unknown,Unknown,,
2025-01-15,https://x.com/AvichayAdraee/status/1879497240701800714/photo/1,"#عاجل ‼️ الى سكان قطاع غزة المتواجدين في منطقة D5 (قرية جباليا) هذا تحذير مسبق قبل الهجوم!

⭕️تطلق المنظمات الإرهابية من جديد القذائف الصاروخية من هذه المنطقة المحددة التي تم تحذيرها عدة مرات في الماضي. 

⭕️من أجل أمنكم، انتقلوا فوراً الى المآوي في مركز مدينة غزة. https://t.co/vnl1riYBU9","To the residents of the Gaza Strip in the D5 area (Jabalia village), this is a prior warning before the attack!

⭕️ Terrorist organizations are again launching rockets from this specific area that has been warned several times in the past.

⭕️ For your own safety, move immediately to the shelters in the center of Gaza City.",14:53,"Gaza Strip, Jabalia village",,,,,shelters in the center of Gaza City,https://gazamaps.com/displacement/70,https://gazamaps.com/storage/displacement-maps/gaza/idf/CBNVfEax7N40clrjDKvi42UnOZfGM4E6qRtwpiil.jpg,https://gazamaps.com/storage/displacement-maps/gaza/full/1i2I9o87Y4RFyY9aFgq4aVDx0R7ZVupnQlUSBMg8.jpg,https://gazamaps.com/storage/displacement-maps/gaza/zoom/3dxQxDLGuHXHBtqYGDfW9R7FFHM0txVmNL6dwt4M.jpg,"760, 764, 1781, 1782, 1783, 1785, 1786, 1789, 1791, 1792, 1793, 1794, 1795, 1796, 1797, 1798, 1799, 1800, 1801, 1802, 1803, 1804, 1805, 1806, 1807, 1812, 1813, 1814, 1815, 1816, 1817, 1818, 1819, 1820",,"Gaza Strip, Jabalia village",shelters in the center of Gaza City,2.98,0.0
2025-01-12,https://x.com/AvichayAdraee/status/1878314053887520887/photo/1,"#عاجل ‼️ الى سكان قطاع غزة المتواجدين في البلوك 662 (منطقة النصيرات) هذا تحذير مسبق قبل هجوم!
⭕️تطلق المنظمات الإرهابية مرة أخرى القذائف الصاروخية من هذه المنطقة المحددة التي تم تحذيرها عدة مرات في الماضي.
⭕️من أجل أمنكم، انتقلوا فوراً الى المنطقة الإنسانية https://t.co/3y0quYAOyZ","To the residents of the Gaza Strip located in Block 662 (Nuseirat area), this is a prior warning before an attack!
⭕️ Terrorist organizations are once again launching rockets from this specific area that has been warned several times in the past.
⭕️ For your own safety, move immediately to the humanitarian zone.",8:32,"Gaza Strip, Nuseirat area",,,,,humanitarian zone,https://gazamaps.com/displacement/69,https://gazamaps.com/storage/displacement-maps/gaza/idf/Ul1eJWUtYzCar3cFhIX0kkZQRnX541tk3psj1H1X.jpg,https://gazamaps.com/storage/displacement-maps/gaza/full/IIHJtxINI4laHEd3LPaiMaa1lHb42lZwBInO8YhS.jpg,https://gazamaps.com/storage/displacement-maps/gaza/zoom/M0RQt16ENLc4so0NSGe8mCojbDMPM8KBeyN0PBe9.jpg,662,"36, 37.1, 37.2, 38, 39, 40, 41, 42.1, 42.3, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 86, 87, 88, 89.1, 89.2, 90, 91, 92, 93, 94, 95, 96, 97, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 126, 127, 128.1, 128.2, 129.1, 129.2, 130.1, 130.2, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 218, 219, 220.1, 2232, 2244, 2245, 2250.1, 2260.1, 2270.1, 2334, 2335, 2336, 2337, 2338, 2339, 2340, 2341, 2343, 2351, 2352, 2353, 2354, 2355, 2356","Gaza Strip, Nuseirat area",humanitarian zone,0.86,72.31
2025-01-01,https://x.com/AvichayAdraee/status/1874480682493489272/photo/1,"#عاجل ‼️ الى سكان قطاع غزة المتواجدين في منطقة D3 (منطقة جباليا) وبلوكات 763, 762, 761
🔴هذا تخدير مسبق قبل الهجوم!
⭕️من جديد تطلق المنظمات الإرهابية القذائف الصاروخية من منطقتكم التي تم تحذيرها مرات عديدة في الماضي.
⭕️من أجل أمنكم، انتقلوا فوراً الى المآوي في مركز مدينة غزة https://t.co/jlqHhTqkRQ","To the residents of the Gaza Strip located in Area D3 (Jabalia area) and Blocks 763, 762, 761
🔴 This is pre-anesthesia before the attack!
⭕️ Once again, terrorist organizations are launching rockets from your area, which has been warned many times in the past.
⭕️ For your safety, move immediately to the shelters in the center of Gaza City.",18:39,"Gaza Strip, Jabalia area",,,,,shelters in the center of Gaza City,https://gazamaps.com/displacement/68,https://gazamaps.com/storage/displacement-maps/gaza/idf/CO6GCutp6D0bKk7wrB0MUpWofVusP2BXawczYyAK.jpg,https://gazamaps.com/storage/displacement-maps/gaza/full/gpaLNnTkgIyxqCmyeZCzbaLp2uJPkVCyBuNpV5xI.jpg,https://gazamaps.com/storage/displacement-maps/gaza/zoom/F6wY7j5I52dNtzJQoFtvjTtm1Hd1iNxEcw9lIf4V.jpg,"761, 762, 763, 975, 982, 983",,"Gaza Strip, Jabalia area",shelters in the center of Gaza City,1.81,0.0
2025-01-01,https://x.com/AvichayAdraee/status/1874230679648780348/photo/1,"#عاجل ‼️ الى سكان قطاع غزة المتواجدين في البلوكات: 2220-2223 (منطقة البريج)
🔴هذا تحذير مسبق قبل هجوم!
⭕️تطلق المنظمات الإرهابية القذائف الصاروخية مرة اخرى من هذه المنطقة التي تم تحذيرها عدة مرات في الماضي.
⭕️من أجل أمنكم، انتقلوا فوراً الى المنطقة الإنسانية. https://t.co/8JRho9GiPG","To the residents of the Gaza Strip located in blocks: 2220-2223 (Al-Bureij area)
🔴 This is a warning before an attack!
⭕️ Terrorist organizations are once again launching rockets from this area, which has been warned several times in the past.
⭕️ For your own safety, move immediately to the humanitarian zone.",2:06,"Gaza Strip, Al-Bureij area",,,,,humanitarian zone,https://gazamaps.com/displacement/67,https://gazamaps.com/storage/displacement-maps/gaza/idf/K5MMP1SIz6Euu6tucbcIuKJ8dDdQz4T8a31fmNXU.jpg,https://gazamaps.com/storage/displacement-maps/gaza/full/Y3an2zIUov3GVhMZ2h5i3hNZYQUSuFWFal2GCnw8.jpg,https://gazamaps.com/storage/displacement-maps/gaza/zoom/y29T5pgIbK8XTqbZWHf9iFgvsW8TESnyROQHAxQ6.jpg,"2220, 2221, 2222, 2223","36, 37.1, 37.2, 38, 39, 40, 41, 42.1, 42.3, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 86, 87, 88, 89.1, 89.2, 90, 91, 92, 93, 94, 95, 96, 97, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 126, 127, 128.1, 128.2, 129.1, 129.2, 130.1, 130.2, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 218, 219, 220.1, 2232, 2250.1, 2270.1, 2334, 2335, 2336, 2337, 2338, 2339, 2340, 2341, 2351, 2352, 2353, 2354, 2355, 2356","Gaza Strip, Al-Bureij area",humanitarian zone,1.23,70.49
